WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2
1,https://www.tripadvisor.com/Attraction_Review-g295419-d21205955-Reviews-Al_Saif_Baech-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/20/5f/5b/al-saif-beach-sunken.jpg?w=300&h=200&s=1,Al Saif Baech,89.,https://www.tripadvisor.com/Attraction_Review-g295419-d21205955-Reviews-Al_Saif_Baech-Jeddah_Makkah_Province.html#REVIEWS,Points of Interest & Landmarks • Scenic Walking Areas
2,https://www.tripadvisor.com/Attraction_Review-g295419-d20397183-Reviews-Al_Shafei_Mosque-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/d9/1c/1b/20190524-222654-largejpg.jpg?w=500&h=400&s=1,Al Shafei Mosque,90.,https://www.tripadvisor.com/Attraction_Review-g295419-d20397183-Reviews-Al_Shafei_Mosque-Jeddah_Makkah_Province.html#REVIEWS,Religious Sites
4,,,,,,1
3,https://www.tripadvisor.com/Attraction_Review-g295419-d23486462-Reviews-Fins_Flash-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/43/6c/ba/an-underwater-self-portrait.jpg?w=500&h=400&s=1,Fins & Flash,61.,https://www.tripadvisor.com/Attraction_Review-g295419-d23486462-Reviews-Fins_Flash-Jeddah_Makkah_Province.html#REVIEWS,Scuba & Snorkelling
6,https://www.tripadvisor.com/Attraction_Review-g295419-d12218728-Reviews-MazeBox-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/89/72/2d/mazebox.jpg?w=500&h=400&s=1,MazeBox,63.,https://www.tripadvisor.com/Attraction_Review-g295419-d12218728-Reviews-MazeBox-Jeddah_Makkah_Province.html#REVIEWS,Escape Games
5,https://www.tripadvisor.com/Attraction_Review-g295419-d20812214-Reviews-Hope_Of_Spring_Dive-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/48/ff/46/caption.jpg?w=500&h=400&s=1,Hope Of Spring Dive,64.,https://www.tripadvisor.com/Attraction_Review-g295419-d20812214-Reviews-Hope_Of_Spring_Dive-Jeddah_Makkah_Province.html#REVIEWS,Sports Camps & Clinics • Scuba & Snorkelling
2,https://www.tripadvisor.com/Attraction_Review-g295419-d23381357-Reviews-Tuflah_Well-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/de/38/57/caption.jpg?w=500&h=-1&s=1,Tuflah Well,65.,https://www.tripadvisor.com/Attraction_Review-g295419-d23381357-Reviews-Tuflah_Well-Jeddah_Makkah_Province.html#REVIEWS,Ancient Ruins • Points of Interest & Landmarks
4,https://www.tripadvisor.com/Attraction_Review-g295419-d12198659-Reviews-Exit_the_Room-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9b/65/64/from-inside-mall.jpg?w=500&h=400&s=1,Exit the Room,66.,https://www.tripadvisor.com/Attraction_Review-g295419-d12198659-Reviews-Exit_the_Room-Jeddah_Makkah_Province.html#REVIEWS,Escape Games • Game & Entertainment Centers
2,https://www.tripadvisor.com/Attraction_Review-g295419-d20403690-Reviews-Bab_Makkah_Souk-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3f/d2/84/bab-makkah-souk.jpg?w=500&h=400&s=1,Bab Makkah Souk,67.,https://www.tripadvisor.com/Attraction_Review-g295419-d20403690-Reviews-Bab_Makkah_Souk-Jeddah_Makkah_Province.html#REVIEWS,Points of Interest & Landmarks
2,https://www.tripadvisor.com/Attraction_Review-g295419-d20403687-Reviews-Bab_Makkah-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/c2/08/d1/caption.jpg?w=500&h=-1&s=1,Bab Makkah,68.,https://www.tripadvisor.com/Attraction_Review-g295419-d20403687-Reviews-Bab_Makkah-Jeddah_Makkah_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks
4,https://www.tripadvisor.com/Attraction_Review-g295419-d7198123-Reviews-Gulf_Divers_Group-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bd/06/41/me-and-my-uncle-with.jpg?w=500&h=400&s=1,Gulf Divers Group,69.,https://www.tripadvisor.com/Attraction_Review-g295419-d7198123-Reviews-Gulf_Divers_Group-Jeddah_Makkah_Province.html#REVIEWS,Scuba & Snorkelling
6,https://www.tripadvisor.com/Attraction_Review-g295419-d4764300-Reviews-Albatoul_Marine-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/81/dd/40/albatoul-marine.jpg?w=500&h=-1&s=1,Albatoul Marine,71.,https://www.tripadvisor.com/Attraction_Review-g295419-d4764300-Reviews-Albatoul_Marine-Jeddah_Makkah_Province.html#REVIEWS,Adrenaline & Extreme Tours
1,https://www.tripadvisor.com/Attraction_Review-g295419-d23138555-Reviews-Xtreme_Play-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/13/2f/trampoline-park.jpg?w=500&h=400&s=1,Xtreme Play,72.,https://www.tripadvisor.com/Attraction_Review-g295419-d23138555-Reviews-Xtreme_Play-Jeddah_Makkah_Province.html#REVIEWS,Game & Entertainment Centers
1,https://www.tripadvisor.com/Attraction_Review-g295419-d23520481-Reviews-Fun_Island-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/67/f4/04/caption.jpg?w=500&h=400&s=1,Fun Island,73.,https://www.tripadvisor.com/Attraction_Review-g295419-d23520481-Reviews-Fun_Island-Jeddah_Makkah_Province.html#REVIEWS,Game & Entertainment Centers
1,https://www.tripadvisor.com/Attraction_Review-g295419-d20323752-Reviews-MaxDeep_Dive_Center-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/29/8d/53/caption.jpg?w=500&h=400&s=1,MaxDeep Dive Center,75.,https://www.tripadvisor.com/Attraction_Review-g295419-d20323752-Reviews-MaxDeep_Dive_Center-Jeddah_Makkah_Province.html#REVIEWS,Scuba & Snorkelling • Boat Tours
1,https://www.tripadvisor.com/Attraction_Review-g295419-d19525427-Reviews-Masaj_Falabayni_Jadah-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4f/3d/e9/caption.jpg?w=500&h=400&s=1,Masaj Falabayni Jadah,76.,https://www.tripadvisor.com/Attraction_Review-g295419-d19525427-Reviews-Masaj_Falabayni_Jadah-Jeddah_Makkah_Province.html#REVIEWS,Spas
1,https://www.tripadvisor.com/Attraction_Review-g295419-d20403694-Reviews-Souq_Al_Alawi-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3f/d1/fd/souq-al-alawi.jpg?w=500&h=400&s=1,Souq Al Alawi,77.,https://www.tripadvisor.com/Attraction_Review-g295419-d20403694-Reviews-Souq_Al_Alawi-Jeddah_Makkah_Province.html#REVIEWS,Points of Interest & Landmarks
1,https://www.tripadvisor.com/Attraction_Review-g295419-d20403693-Reviews-Toko_Ali_Murah-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3f/d2/52/al-mawared-alleyway.jpg?w=500&h=400&s=1,Toko Ali Murah,78.,https://www.tripadvisor.com/Attraction_Review-g295419-d20403693-Reviews-Toko_Ali_Murah-Jeddah_Makkah_Province.html#REVIEWS,Shopping Malls
1,https://www.tripadvisor.com/Attraction_Review-g295419-d20385235-Reviews-Al_Balad_Souk-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3f/20/8f/al-balad-souk.jpg?w=500&h=400&s=1,Al Balad Souk,79.,https://www.tripadvisor.com/Attraction_Review-g295419-d20385235-Reviews-Al_Balad_Souk-Jeddah_Makkah_Province.html#REVIEWS,Points of Interest & Landmarks • Historic Walking Areas
1,https://www.tripadvisor.com/Attraction_Review-g295419-d20380435-Reviews-Lake_Al_Arbaeen-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3d/16/67/caption.jpg?w=500&h=400&s=1,Lake Al-Arbaeen,80.,https://www.tripadvisor.com/Attraction_Review-g295419-d20380435-Reviews-Lake_Al_Arbaeen-Jeddah_Makkah_Province.html#REVIEWS,Bodies of Water
2,https://www.tripadvisor.com/Attraction_Review-g295419-d20380360-Reviews-Bab_Jadid-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4f/cc/f3/caption.jpg?w=500&h=400&s=1,Bab Jadid,81.,https://www.tripadvisor.com/Attraction_Review-g295419-d20380360-Reviews-Bab_Jadid-Jeddah_Makkah_Province.html#REVIEWS,Ancient Ruins • Points of Interest & Landmarks
1,https://www.tripadvisor.com/Attraction_Review-g295419-d17422024-Reviews-One_day_city_tour-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c3/f1/f8/caption.jpg?w=500&h=400&s=1,One day city tour,82.,https://www.tripadvisor.com/Attraction_Review-g295419-d17422024-Reviews-One_day_city_tour-Jeddah_Makkah_Province.html#REVIEWS,Taxis & Shuttles • Day Trips
1,https://www.tripadvisor.com/Attraction_Review-g295419-d19981691-Reviews-SMAAASH-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bb/20/64/caption.jpg?w=500&h=400&s=1,SMAAASH سماااش,83.,https://www.tripadvisor.com/Attraction_Review-g295419-d19981691-Reviews-SMAAASH-Jeddah_Makkah_Province.html#REVIEWS,Adrenaline & Extreme Tours • Climbing Tours
1,https://www.tripadvisor.com/Attraction_Review-g295419-d16753707-Reviews-Al_Dana_Massage_Center-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a3/4d/c1/getlstd-property-photo.jpg?w=500&h=400&s=1,Al Dana Massage Center,84.,https://www.tripadvisor.com/Attraction_Review-g295419-d16753707-Reviews-Al_Dana_Massage_Center-Jeddah_Makkah_Province.html#REVIEWS,Hammams & Turkish Baths • Spas
2,https://www.tripadvisor.com/Attraction_Review-g295419-d13281808-Reviews-Jeddah_Tec-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fb/04/02/amazing-family-time.jpg?w=500&h=400&s=1,Jeddah Tec,86.,https://www.tripadvisor.com/Attraction_Review-g295419-d13281808-Reviews-Jeddah_Tec-Jeddah_Makkah_Province.html#REVIEWS,Scuba & Snorkelling • Boat Tours
1,https://www.tripadvisor.com/Attraction_Review-g295419-d20372092-Reviews-Beit_Sharbatly-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/c2/09/f6/caption.jpg?w=500&h=-1&s=1,Beit Sharbatly,87.,https://www.tripadvisor.com/Attraction_Review-g295419-d20372092-Reviews-Beit_Sharbatly-Jeddah_Makkah_Province.html#REVIEWS,Historic Sites • Architectural Buildings
5,https://www.tripadvisor.com/Attraction_Review-g295419-d20063267-Reviews-Saudi_Safari-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b1/34/a3/caption.jpg?w=500&h=400&s=1,Saudi Safari,88.,https://www.tripadvisor.com/Attraction_Review-g295419-d20063267-Reviews-Saudi_Safari-Jeddah_Makkah_Province.html#REVIEWS,Safaris • Taxis & Shuttles
1,https://www.tripadvisor.com/Attraction_Review-g295419-d21205955-Reviews-Al_Saif_Baech-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/20/5f/5b/al-saif-beach-sunken.jpg?w=300&h=200&s=1,Al Saif Baech,89.,https://www.tripadvisor.com/Attraction_Review-g295419-d21205955-Reviews-Al_Saif_Baech-Jeddah_Makkah_Province.html#REVIEWS,Points of Interest & Landmarks • Scenic Walking Areas
2,https://www.tripadvisor.com/Attraction_Review-g295419-d20397183-Reviews-Al_Shafei_Mosque-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/d9/1c/1b/20190524-222654-largejpg.jpg?w=500&h=400&s=1,Al Shafei Mosque,90.,https://www.tripadvisor.com/Attraction_Review-g295419-d20397183-Reviews-Al_Shafei_Mosque-Jeddah_Makkah_Province.html#REVIEWS,Religious Sites
5,,,,,,1
,https://www.tripadvisor.com/Attraction_Review-g295419-d17835825-Reviews-Bassam_Mousa_Alnajar-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/5d/00/45/caption.jpg?w=500&h=400&s=1,Bassam Mousa Alnajar,121.,,City Tours • Cultural Tours
,https://www.tripadvisor.com/Attraction_Review-g295419-d17470067-Reviews-Peninsula_Caravans_Tour_Operator-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/8f/ce/e3/caption.jpg?w=500&h=400&s=1,Peninsula Caravans Tour Operator,122.,,Multi-day Tours • Hop-On Hop-Off Tours
,https://www.tripadvisor.com/Attraction_Review-g295419-d19104847-Reviews-Pampered-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/7d/27/b7/caption.jpg?w=500&h=400&s=1,Pampered,123.,,Paint & Pottery Studios
,https://www.tripadvisor.com/Attraction_Review-g295419-d18957762-Reviews-Easy_Mart-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/28/1d/8b/special-offers.jpg?w=500&h=400&s=1,Easy Mart,124.,,Department Stores
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524529-Reviews-Vince_Camuto-Jeddah_Makkah_Province.html,,Vince Camuto,125.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524535-Reviews-Ted_Baker-Jeddah_Makkah_Province.html,,Ted Baker,126.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19543715-Reviews-Marks_and_Spencer-Jeddah_Makkah_Province.html,,Marks and Spencer,127.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524564-Reviews-Maje-Jeddah_Makkah_Province.html,,Maje,128.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19527430-Reviews-Holy_Makkah_Tours-Jeddah_Makkah_Province.html,,Holy Makkah Tours,129.,,Multi-day Tours • Cultural Tours
,https://www.tripadvisor.com/Attraction_Review-g295419-d19545098-Reviews-Guess_Jeans-Jeddah_Makkah_Province.html,,Guess Jeans,130.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19543760-Reviews-Miss_Mila-Jeddah_Makkah_Province.html,,Miss Mila,131.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524906-Reviews-Reebok-Jeddah_Makkah_Province.html,,Reebok,132.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524898-Reviews-Marks_and_Spencer-Jeddah_Makkah_Province.html,,Marks and Spencer,133.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524468-Reviews-Sandro-Jeddah_Makkah_Province.html,,Sandro,134.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524482-Reviews-Sandro-Jeddah_Makkah_Province.html,,Sandro,135.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524485-Reviews-Vince_Camuto-Jeddah_Makkah_Province.html,,Vince Camuto,136.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524503-Reviews-Guess_Accessories-Jeddah_Makkah_Province.html,,Guess Accessories,137.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19525021-Reviews-Marks_and_Spencer-Jeddah_Makkah_Province.html,,Marks and Spencer,138.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19525507-Reviews-Kate_Spade-Jeddah_Makkah_Province.html,,Kate Spade,139.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524877-Reviews-Maje-Jeddah_Makkah_Province.html,,Maje,140.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19545238-Reviews-Guess_Jeans-Jeddah_Makkah_Province.html,,Guess Jeans,141.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19545160-Reviews-Guess_Jeans-Jeddah_Makkah_Province.html,,Guess Jeans,142.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19525447-Reviews-Ted_Baker-Jeddah_Makkah_Province.html,,Ted Baker,143.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524969-Reviews-BA_SH-Jeddah_Makkah_Province.html,,BA&SH,144.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524986-Reviews-Stadium-Jeddah_Makkah_Province.html,,Stadium,145.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19524992-Reviews-Bebe-Jeddah_Makkah_Province.html,,Bebe,146.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d19545261-Reviews-Ted_Baker-Jeddah_Makkah_Province.html,,Ted Baker,147.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d21361832-Reviews-Markaz_Masaj_Flbyni_andwnysy_Wahijamih_iislamih-Jeddah_Makkah_Province.html,,"Markaz Masaj Flbyni,andwnysy Wahijamih 'iislamih",148.,,Spas
,https://www.tripadvisor.com/Attraction_Review-g295419-d23253726-Reviews-88_Destinations-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c4/5e/18/caption.jpg?w=500&h=400&s=1,88 Destinations,149.,,Multi-day Tours • Sports Camps & Clinics
,https://www.tripadvisor.com/Attraction_Review-g295419-d23261295-Reviews-Right_Brain_Production-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c6/e8/77/caption.jpg?w=500&h=400&s=1,Right Brain Production,150.,,Paint & Pottery Studios
6,,,,,,1
,https://www.tripadvisor.com/Attraction_Review-g295419-d23854784-Reviews-Bomb_Cosmetics-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/fb/e8/6a/shower-butter.jpg?w=500&h=-1&s=1,Bomb Cosmetics,181.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d23621234-Reviews-Carmel_Tours-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/3e/61/b1/enjoy-a-wonderful-evening.jpg?w=500&h=-1&s=1,Carmel Tours,182.,,Sightseeing Tours
,https://www.tripadvisor.com/Attraction_Review-g295419-d23705512-Reviews-Fakieh_Planetarium-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/93/44/b3/caption.jpg?w=500&h=400&s=1,Fakieh Planetarium,183.,,Science Museums • Observatories & Planetariums
,https://www.tripadvisor.com/Attraction_Review-g295419-d23758405-Reviews-Princess_Collection-Jeddah_Makkah_Province.html,,Princess Collection أميرة للأقمشة,184.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d23751985-Reviews-Cogelex_Jif_Store-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/67/d3/2c/cogelex-jif-store.jpg?w=500&h=-1&s=1,Cogelex Jif - Store,185.,,Antique Shops • Department Stores
,https://www.tripadvisor.com/Attraction_Review-g295419-d23747168-Reviews-Cheeky_Monkeys-Jeddah_Makkah_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/10/66/caption.jpg?w=500&h=400&s=1,Cheeky Monkeys,186.,,Game & Entertainment Centers
,https://www.tripadvisor.com/Attraction_Review-g295419-d23755216-Reviews-Mega_Paintball-Jeddah_Makkah_Province.html,,Mega Paintball,187.,,Sporting Events
,https://www.tripadvisor.com/Attraction_Review-g295419-d23755223-Reviews-Mega_Paintball-Jeddah_Makkah_Province.html,,Mega Paintball,188.,,Game & Entertainment Centers
,https://www.tripadvisor.com/Attraction_Review-g295419-d23860787-Reviews-Bomb_Cosmetics-Jeddah_Makkah_Province.html,,Bomb Cosmetics,189.,,Speciality & Gift Shops
,https://www.tripadvisor.com/Attraction_Review-g295419-d23762828-Reviews-The_Outfit_Maker-Jeddah_Makkah_Province.html,,The Outfit Maker,190.,,Shopping Malls
,https://www.tripadvisor.com/Attraction_Review-g295419-d23804236-Reviews-Mosque_Mohammed_Hassan_Farsi-Jeddah_Makkah_Province.html,,Mosque Mohammed Hassan Farsi,191.,,Points of Interest & Landmarks • Religious Sites
7,,,,,,1